,Filter way,0,1,2,3,4,5,6,7,8,9
chromium,sq,1.8174700091304659,1.5562982938767569,1.3873373103185467,1.2469426786903859,1.1377464632415835,1.0634709813767096,1.0083648774848393,0.9624043135615122,0.9230390016804793,0.8881851114544812
wicket,sq,8.958410676658847,5.09547951618885,4.2731682165760265,3.4933931885762513,2.9736299919099087,2.599795191613984,2.3522700679758155,2.1726796933979218,2.0753520265236363,1.9943828698210742
ambari,two,16.58269579240955,11.723370180387732,9.172701468050464,7.600818666398429,6.527943535741011,5.80260218693635,5.238325910034637,4.784100356517766,4.42458332761778,4.129785381797436
camel,clninone,19.14944782674849,14.555908543881152,12.146757455279648,10.510962560884437,9.328148549526903,8.453286871097555,7.819119395038785,7.337639035975279,6.967273493211238,6.64715371377002
derby,sq,20.496756899967295,20.181556333450377,18.228925724878405,17.279029067639794,16.353173822430275,15.578466624450057,14.852750450795964,14.146192109764385,13.5194124038312,13.024175152598474
